"Sector","Active","MapTo","SCC","SCC_L1","SCC_L2","SCC_L3","SCC_L4","CREATED","REVISED","REV_WHAT","COMMENT"
"AREA",,,"2510995250","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Isopropanol",,,,
"AREA",,,"2510995260","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Methanol",,,,
"AREA",,,"2510995265","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Methyl Chloride",,,,
"AREA",,,"2510995270","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Methyl Chloroform",,,,
"AREA",,,"2510995275","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Methyl Ethyl Ketone",,,,
"AREA",,,"2510995285","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Methyl Isobutyl Ketone",,,,
"AREA",,,"2510995295","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Methylene Chloride",,,,
"AREA",,,"2510995310","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","n-Propanol",,,,
"AREA",,,"2510995320","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Nitrobenzene",,,,
"AREA",,,"2510995345","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Perchloroethylene",,,,
"AREA",,,"2510995350","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Propylene Glycol",,,,
"AREA",,,"2510995370","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Special Naphthas",,,,
"AREA",,,"2510995380","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Toluene",,,,
"AREA",,,"2510995385","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Trichloroethylene",,,,
"AREA",,,"2510995405","Storage and Transport","Organic Chemical Storage","All Storage Types: Working Loss","Xylenes (Mixed)",,,,
"AREA",,,"2515000000","Storage and Transport","Organic Chemical Transport","All Transport Types","Total: All Products",,,,
"AREA",,,"2515000030","Storage and Transport","Organic Chemical Transport","All Transport Types","Acetone",,,,
"AREA",,,"2515000060","Storage and Transport","Organic Chemical Transport","All Transport Types","Butyl Alcohols: All Types",,,,
"AREA",,,"2515000065","Storage and Transport","Organic Chemical Transport","All Transport Types","n-Butyl Alcohol",,,,
"AREA",,,"2515000070","Storage and Transport","Organic Chemical Transport","All Transport Types","Isobutyl Alcohol",,,,
"AREA",,,"2515000100","Storage and Transport","Organic Chemical Transport","All Transport Types","Cyclohexanone",,,,
"AREA",,,"2515000165","Storage and Transport","Organic Chemical Transport","All Transport Types","Ethanol",,,,
"AREA",,,"2515000185","Storage and Transport","Organic Chemical Transport","All Transport Types","Ethylbenzene",,,,
"AREA",,,"2515000195","Storage and Transport","Organic Chemical Transport","All Transport Types","Ethylene Glycol",,,,
"AREA",,,"2515000220","Storage and Transport","Organic Chemical Transport","All Transport Types","Formalin",,,,
"AREA",,,"2515000235","Storage and Transport","Organic Chemical Transport","All Transport Types","Glycol Ethers: All Types",,,,
"AREA",,,"2515000240","Storage and Transport","Organic Chemical Transport","All Transport Types","Gum Turpentine",,,,
"AREA",,,"2515000250","Storage and Transport","Organic Chemical Transport","All Transport Types","Isopropanol",,,,
"AREA",,,"2515000260","Storage and Transport","Organic Chemical Transport","All Transport Types","Methanol",,,,
"AREA",,,"2515000265","Storage and Transport","Organic Chemical Transport","All Transport Types","Methyl Chloride",,,,
"AREA",,,"2515000270","Storage and Transport","Organic Chemical Transport","All Transport Types","Methyl Chloroform",,,,
"AREA",,,"2515000275","Storage and Transport","Organic Chemical Transport","All Transport Types","Methyl Ethyl Ketone",,,,
"AREA",,,"2515000285","Storage and Transport","Organic Chemical Transport","All Transport Types","Methyl Isobutyl Ketone",,,,
"AREA",,,"2515000295","Storage and Transport","Organic Chemical Transport","All Transport Types","Methylene Chloride",,,,
"AREA",,,"2515000310","Storage and Transport","Organic Chemical Transport","All Transport Types","n-Propanol",,,,
"AREA",,,"2515000320","Storage and Transport","Organic Chemical Transport","All Transport Types","Nitrobenzene",,,,
"AREA",,,"2515000345","Storage and Transport","Organic Chemical Transport","All Transport Types","Perchloroethylene",,,,
"AREA",,,"2515000350","Storage and Transport","Organic Chemical Transport","All Transport Types","Propylene Glycol",,,,
"AREA",,,"2515000370","Storage and Transport","Organic Chemical Transport","All Transport Types","Special Naphthas",,,,
"AREA",,,"2515000380","Storage and Transport","Organic Chemical Transport","All Transport Types","Toluene",,,,
"AREA",,,"2515000385","Storage and Transport","Organic Chemical Transport","All Transport Types","Trichloroethylene",,,,
"AREA",,,"2515000405","Storage and Transport","Organic Chemical Transport","All Transport Types","Xylenes (Mixed)",,,,
"AREA",,,"2515000900","Storage and Transport","Organic Chemical Transport","All Transport Types","Tank Cleaning",,,,
"AREA",,,"2515010000","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Total: All Products",,,,
"AREA",,,"2515010030","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Acetone",,,,
"AREA",,,"2515010060","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Butyl Alcohols: All Types",,,,
"AREA",,,"2515010065","Storage and Transport","Organic Chemical Transport","Rail Tank Car","n-Butyl Alcohol",,,,
"AREA",,,"2515010070","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Isobutyl Alcohol",,,,
"AREA",,,"2515010100","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Cyclohexanone",,,,
"AREA",,,"2515010165","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Ethanol",,,,
"AREA",,,"2515010185","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Ethylbenzene",,,,
"AREA",,,"2515010195","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Ethylene Glycol",,,,
"AREA",,,"2515010220","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Formalin",,,,
"AREA",,,"2515010235","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Glycol Ethers: All Types",,,,
"AREA",,,"2515010240","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Gum Turpentine",,,,
"AREA",,,"2515010250","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Isopropanol",,,,
"AREA",,,"2515010260","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Methanol",,,,
"AREA",,,"2515010265","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Methyl Chloride",,,,
"AREA",,,"2515010270","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Methyl Chloroform",,,,
"AREA",,,"2515010275","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Methyl Ethyl Ketone",,,,
"AREA",,,"2515010285","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Methyl Isobutyl Ketone",,,,
"AREA",,,"2515010295","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Methylene Chloride",,,,
"AREA",,,"2515010310","Storage and Transport","Organic Chemical Transport","Rail Tank Car","n-Propanol",,,,
"AREA",,,"2515010320","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Nitrobenzene",,,,
"AREA",,,"2515010345","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Perchloroethylene",,,,
"AREA",,,"2515010350","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Propylene Glycol",,,,
"AREA",,,"2515010370","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Special Naphthas",,,,
"AREA",,,"2515010380","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Toluene",,,,
"AREA",,,"2515010385","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Trichloroethylene",,,,
"AREA",,,"2515010405","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Xylenes (Mixed)",,,,
"AREA",,,"2515010900","Storage and Transport","Organic Chemical Transport","Rail Tank Car","Tank Cleaning",,,,
"AREA",,,"2515020000","Storage and Transport","Organic Chemical Transport","Marine Vessel","Total: All Products",,,,
"AREA",,,"2515020030","Storage and Transport","Organic Chemical Transport","Marine Vessel","Acetone",,,,
"AREA",,,"2515020060","Storage and Transport","Organic Chemical Transport","Marine Vessel","Butyl Alcohols: All Types",,,,
"AREA",,,"2515020065","Storage and Transport","Organic Chemical Transport","Marine Vessel","n-Butyl Alcohol",,,,
"AREA",,,"2515020070","Storage and Transport","Organic Chemical Transport","Marine Vessel","Isobutyl Alcohol",,,,
"AREA",,,"2515020100","Storage and Transport","Organic Chemical Transport","Marine Vessel","Cyclohexanone",,,,
"AREA",,,"2515020165","Storage and Transport","Organic Chemical Transport","Marine Vessel","Ethanol",,,,
"AREA",,,"2515020185","Storage and Transport","Organic Chemical Transport","Marine Vessel","Ethylbenzene",,,,
"AREA",,,"2515020195","Storage and Transport","Organic Chemical Transport","Marine Vessel","Ethylene Glycol",,,,
"AREA",,,"2515020220","Storage and Transport","Organic Chemical Transport","Marine Vessel","Formalin",,,,
"AREA",,,"2515020235","Storage and Transport","Organic Chemical Transport","Marine Vessel","Glycol Ethers: All Types",,,,
"AREA",,,"2515020240","Storage and Transport","Organic Chemical Transport","Marine Vessel","Gum Turpentine",,,,
"AREA",,,"2515020250","Storage and Transport","Organic Chemical Transport","Marine Vessel","Isopropanol",,,,
"AREA",,,"2515020260","Storage and Transport","Organic Chemical Transport","Marine Vessel","Methanol",,,,
"AREA",,,"2515020265","Storage and Transport","Organic Chemical Transport","Marine Vessel","Methyl Chloride",,,,
"AREA",,,"2515020270","Storage and Transport","Organic Chemical Transport","Marine Vessel","Methyl Chloroform",,,,
"AREA",,,"2515020275","Storage and Transport","Organic Chemical Transport","Marine Vessel","Methyl Ethyl Ketone",,,,
"AREA",,,"2515020285","Storage and Transport","Organic Chemical Transport","Marine Vessel","Methyl Isobutyl Ketone",,,,
"AREA",,,"2515020295","Storage and Transport","Organic Chemical Transport","Marine Vessel","Methylene Chloride",,,,
"AREA",,,"2515020310","Storage and Transport","Organic Chemical Transport","Marine Vessel","n-Propanol",,,,
"AREA",,,"2515020320","Storage and Transport","Organic Chemical Transport","Marine Vessel","Nitrobenzene",,,,
"AREA",,,"2515020345","Storage and Transport","Organic Chemical Transport","Marine Vessel","Perchloroethylene",,,,
"AREA",,,"2515020350","Storage and Transport","Organic Chemical Transport","Marine Vessel","Propylene Glycol",,,,
"AREA",,,"2515020370","Storage and Transport","Organic Chemical Transport","Marine Vessel","Special Naphthas",,,,
"AREA",,,"2515020380","Storage and Transport","Organic Chemical Transport","Marine Vessel","Toluene",,,,
"AREA",,,"2515020385","Storage and Transport","Organic Chemical Transport","Marine Vessel","Trichloroethylene",,,,
"AREA",,,"2515020405","Storage and Transport","Organic Chemical Transport","Marine Vessel","Xylenes (Mixed)",,,,
"AREA",,,"2515020900","Storage and Transport","Organic Chemical Transport","Marine Vessel","Tank Cleaning",,,,
"AREA",,,"2515030000","Storage and Transport","Organic Chemical Transport","Truck","Total: All Products",,,,
"AREA",,,"2515030030","Storage and Transport","Organic Chemical Transport","Truck","Acetone",,,,
"AREA",,,"2515030060","Storage and Transport","Organic Chemical Transport","Truck","Butyl Alcohols: All Types",,,,
"AREA",,,"2515030065","Storage and Transport","Organic Chemical Transport","Truck","n-Butyl Alcohol",,,,
"AREA",,,"2515030070","Storage and Transport","Organic Chemical Transport","Truck","Isobutyl Alcohol",,,,
"AREA",,,"2515030100","Storage and Transport","Organic Chemical Transport","Truck","Cyclohexanone",,,,
"AREA",,,"2515030165","Storage and Transport","Organic Chemical Transport","Truck","Ethanol",,,,
"AREA",,,"2515030185","Storage and Transport","Organic Chemical Transport","Truck","Ethylbenzene",,,,
"AREA",,,"2515030195","Storage and Transport","Organic Chemical Transport","Truck","Ethylene Glycol",,,,
"AREA",,,"2515030220","Storage and Transport","Organic Chemical Transport","Truck","Formalin",,,,
"AREA",,,"2515030235","Storage and Transport","Organic Chemical Transport","Truck","Glycol Ethers: All Types",,,,
"AREA",,,"2515030240","Storage and Transport","Organic Chemical Transport","Truck","Gum Turpentine",,,,
"AREA",,,"2515030250","Storage and Transport","Organic Chemical Transport","Truck","Isopropanol",,,,
"AREA",,,"2515030260","Storage and Transport","Organic Chemical Transport","Truck","Methanol",,,,
"AREA",,,"2515030265","Storage and Transport","Organic Chemical Transport","Truck","Methyl Chloride",,,,
"AREA",,,"2515030270","Storage and Transport","Organic Chemical Transport","Truck","Methyl Chloroform",,,,
"AREA",,,"2515030275","Storage and Transport","Organic Chemical Transport","Truck","Methyl Ethyl Ketone",,,,
"AREA",,,"2515030285","Storage and Transport","Organic Chemical Transport","Truck","Methyl Isobutyl Ketone",,,,
"AREA",,,"2515030295","Storage and Transport","Organic Chemical Transport","Truck","Methylene Chloride",,,,
"AREA",,,"2515030310","Storage and Transport","Organic Chemical Transport","Truck","n-Propanol",,,,
"AREA",,,"2515030320","Storage and Transport","Organic Chemical Transport","Truck","Nitrobenzene",,,,
"AREA",,,"2515030345","Storage and Transport","Organic Chemical Transport","Truck","Perchloroethylene",,,,
"AREA",,,"2515030350","Storage and Transport","Organic Chemical Transport","Truck","Propylene Glycol",,,,
"AREA",,,"2515030370","Storage and Transport","Organic Chemical Transport","Truck","Special Naphthas",,,,
"AREA",,,"2515030380","Storage and Transport","Organic Chemical Transport","Truck","Toluene",,,,
"AREA",,,"2515030385","Storage and Transport","Organic Chemical Transport","Truck","Trichloroethylene",,,,
"AREA",,,"2515030405","Storage and Transport","Organic Chemical Transport","Truck","Xylenes (Mixed)",,,,
"AREA",,,"2515030900","Storage and Transport","Organic Chemical Transport","Truck","Tank Cleaning",,,,
"AREA",,,"2515040000","Storage and Transport","Organic Chemical Transport","Pipeline","Total: All Products",,,,
"AREA",,,"2515040030","Storage and Transport","Organic Chemical Transport","Pipeline","Acetone",,,,
"AREA",,,"2515040060","Storage and Transport","Organic Chemical Transport","Pipeline","Butyl Alcohols: All Types",,,,
"AREA",,,"2515040065","Storage and Transport","Organic Chemical Transport","Pipeline","n-Butyl Alcohol",,,,
